renglon,año,entidad,cve_geo,cre_nat,cre_soc,cre_tot,def,edad_med,emi_est,emi_int,evh,evm,ev,hom_mit_año,ind_env,inm_est,inm_int,mig_net_est,mig_net_int,muj_mit_año,nac,pob_mit_año,muj_12_14,muj_15_29,muj_15_49,muj_18_24,muj_3_5,muj_30_64,muj_6_11,muj_65_mas,hom_12_14,hom_15_29,hom_15_49,hom_18_24,hom_3_5,hom_30_64,hom_6_11,hom_65_mas,pob_12_14,pob_15_29,pob_15_49,pob_18_24,pob_3_5,pob_30_64,pob_6_11,pob_65_mas,raz_dep_adu,raz_dep_inf,raz_dep,t_bru_mor,t_bru_nat,t_cre_nat,t_cre_soc,t_cre_tot,t_emi_est,t_inm_est,t_mig_net_est,t_mig_net_int,tmih,tmim,tmi,tef_ado,tgf,fecha_reg
40,1989.0,República Mexicana,0.0,1962092.0,-364889,1597203,449245.0,18.6,ND,449906,67.49,73.49,70.46,40873422.0,10.24,ND,85017,ND,-364889,41705610.0,2411337.0,82579032.0,3116096.0,12197452.0,20450133.0,5853982.0,3336557.0,11345371.0,6448004.0,1847840.0,3157734.0,11796303.0,19731180.0,5623592.0,3435470.0,10835772.0,6590459.0,1532509.0,6273830.0,23993755.0,40181313.0,11477574.0,6772027.0,22181143.0,13038463.0,3380349.0,7.32,71.52,78.84,5.44,29.2,2.38,-0.44,1.93,ND,ND,0,-0.44,40.24,32.81,36.62,87.21,3.55,2019-08-26
41,1990.0,República Mexicana,0.0,1969095.0,-385228,1583867,446498.0,19.0,ND,473828,67.97,73.94,70.93,41637951.0,10.53,ND,88600,ND,-385228,42531620.0,2415593.0,84169571.0,3129734.0,12482163.0,21057421.0,5999059.0,3348434.0,11763589.0,6475262.0,1909244.0,3172188.0,12057981.0,20286243.0,5757087.0,3449833.0,11217121.0,6622556.0,1583299.0,6301922.0,24540144.0,41343664.0,11756146.0,6798267.0,22980710.0,13097818.0,3492543.0,7.35,69.77,77.12,5.3,28.7,2.34,-0.46,1.88,ND,ND,0,-0.46,38.39,31.27,34.91,86.14,3.45,2022-06-22
42,1991.0,República Mexicana,0.0,1980503.0,-406014,1574489,437758.0,19.0,ND,498944,68.63,74.61,71.59,42397268.0,10.85,ND,92930,ND,-406014,43351474.0,2418261.0,85748742.0,3139960.0,12748241.0,21657138.0,6139697.0,3359074.0,12196855.0,6500583.0,1974107.0,3183428.0,12307947.0,20839145.0,5891151.0,3461371.0,11611270.0,6651984.0,1636854.0,6323388.0,25056188.0,42496283.0,12030848.0,6820445.0,23808125.0,13152567.0,3610961.0,7.39,68.09,75.48,5.11,28.2,2.31,-0.47,1.84,ND,ND,0,-0.47,34.07,27.73,30.98,85.3,3.36,2022-04-27
43,1992.0,República Mexicana,0.0,1978229.0,-425602,1552627,440340.0,19.41,ND,523882,68.92,74.9,71.89,43148193.0,11.19,ND,98280,ND,-425602,44164144.0,2418569.0,87312337.0,3150892.0,12994166.0,22245436.0,6272288.0,3368357.0,12640988.0,6524397.0,2042702.0,3194956.0,12540523.0,21383832.0,6019469.0,3469811.0,12016490.0,6678053.0,1693496.0,6345848.0,25534689.0,43629268.0,12291757.0,6838168.0,24657478.0,13202450.0,3736198.0,7.44,66.51,73.96,5.04,27.7,2.27,-0.49,1.78,ND,ND,0,-0.49,32.78,26.65,29.79,84.64,3.27,2019-03-30
44,1993.0,República Mexicana,0.0,1968744.0,-444261,1524483,447494.0,20.0,ND,548902,69.19,74.88,72.02,43885935.0,11.54,ND,104641,ND,-444261,44964921.0,2416238.0,88850856.0,3162685.0,13220307.0,22821715.0,6392080.0,3377106.0,13094847.0,6546484.0,2113325.0,3207525.0,12744638.0,21908279.0,6128496.0,3479296.0,12432240.0,6703278.0,1753113.0,6370210.0,25964945.0,44729994.0,12520576.0,6856402.0,25527087.0,13249762.0,3866438.0,7.51,65.04,72.55,5.04,27.19,2.22,-0.5,1.72,ND,ND,0,-0.5,31.68,25.73,28.78,84.07,3.18,2019-01-13
45,1994.0,República Mexicana,0.0,1958065.0,-458917,1499148,451820.0,20.0,ND,570994,69.44,75.09,72.25,44608911.0,11.91,ND,112077,ND,-458917,45753798.0,2409885.0,90362709.0,3175329.0,13431188.0,23388157.0,6496569.0,3386526.0,13556953.0,6566871.0,2185518.0,3221373.0,12928076.0,22416622.0,6216999.0,3491164.0,12855452.0,6727131.0,1815227.0,6396702.0,26359264.0,45804779.0,12713568.0,6877690.0,26412405.0,13294002.0,4000745.0,7.58,63.65,71.23,5.0,26.67,2.17,-0.51,1.66,ND,ND,0,-0.51,30.76,24.97,27.94,83.48,3.09,2017-02-10
46,1995.0,República Mexicana,0.0,1930935.0,-467708,1463227,463308.0,20.34,ND,587099,69.5,75.0,72.24,45313877.0,12.29,ND,119391,ND,-467708,46530028.0,2394243.0,91843905.0,3188683.0,13626664.0,23941998.0,6582889.0,3397367.0,14024633.0,6587264.0,2259278.0,3236181.0,13094015.0,22909389.0,6284659.0,3505345.0,13282987.0,6749908.0,1879187.0,6424864.0,26720679.0,46851387.0,12867548.0,6902712.0,27307620.0,13337172.0,4138465.0,7.66,62.33,69.99,5.04,26.07,2.1,-0.51,1.59,ND,ND,0,-0.51,29.94,24.29,27.19,82.76,3.01,2022-05-19
47,1996.0,República Mexicana,0.0,1915531.0,-476944,1438587,461754.0,21.0,ND,599906,69.96,75.37,72.66,46000753.0,12.68,ND,122962,ND,-476944,47294030.0,2377285.0,93294783.0,3201363.0,13802391.0,24482055.0,6648919.0,3407129.0,14503718.0,6608490.0,2335509.0,3250687.0,13237615.0,23383688.0,6330050.0,3519036.0,13718873.0,6773906.0,1945559.0,6452050.0,27040006.0,47865743.0,12978969.0,6926165.0,28222591.0,13382396.0,4281068.0,7.75,61.07,68.82,4.95,25.48,2.05,-0.51,1.54,ND,ND,0,-0.51,29.09,23.58,26.4,82.08,2.92,2018-10-07
48,1997.0,República Mexicana,0.0,1902375.0,-489582,1412793,459882.0,21.0,ND,610352,70.36,75.85,73.09,46670680.0,13.11,ND,120770,ND,-489582,48049861.0,2362257.0,94720541.0,3213364.0,13962901.0,25012603.0,6700021.0,3411861.0,14995639.0,6631753.0,2415913.0,3265036.0,13358668.0,23838298.0,6355843.0,3527594.0,14163610.0,6802266.0,2014920.0,6478400.0,27321569.0,48850901.0,13055864.0,6939455.0,29159249.0,13434019.0,4430833.0,7.84,59.86,67.7,4.86,24.94,2.01,-0.52,1.49,ND,ND,0,-0.52,28.13,22.79,25.53,81.32,2.85,2018-09-18
49,1998.0,República Mexicana,0.0,1887250.0,-507067,1380183,460080.0,21.33,ND,619580,70.7,76.26,73.47,47319996.0,13.55,ND,112513,ND,-507067,48796964.0,2347330.0,96116960.0,3224953.0,14115743.0,25540745.0,6745055.0,3407476.0,15500066.0,6654112.0,2499655.0,3278427.0,13460913.0,24277077.0,6370433.0,3526627.0,14617744.0,6831406.0,2086311.0,6503380.0,27576656.0,49817822.0,13115488.0,6934103.0,30117810.0,13485518.0,4585966.0,7.95,58.65,66.6,4.79,24.42,1.96,-0.53,1.44,ND,ND,0,-0.53,27.09,21.94,24.58,80.2,2.78,2020-07-28
50,1999.0,República Mexicana,0.0,1877253.0,-526193,1351060,455410.0,22.0,ND,624278,71.29,76.74,74.01,47947812.0,14.03,ND,98085,ND,-526193,49534772.0,2332663.0,97482584.0,3236332.0,14255314.0,26061111.0,6784293.0,3393328.0,16018536.0,6672712.0,2587324.0,3291997.0,13541286.0,24694423.0,6376485.0,3516779.0,15079367.0,6859027.0,2160472.0,6528329.0,27796600.0,50755534.0,13160778.0,6910107.0,31097903.0,13531739.0,4747796.0,8.06,57.46,65.52,4.67,23.93,1.93,-0.54,1.39,ND,ND,0,-0.54,26.0,21.05,23.59,78.83,2.72,2022-03-10
51,2000.0,República Mexicana,0.0,1876153.0,-621923,1254230,445872.0,22.0,ND,703535,72.04,77.41,74.73,48540384.0,14.55,ND,81612,ND,-621923,50244891.0,2322025.0,98785275.0,3246490.0,14356523.0,26544371.0,6804952.0,3372985.0,16546800.0,6685586.0,2681336.0,3305675.0,13588945.0,25073553.0,6370263.0,3500198.0,15542643.0,6882054.0,2239454.0,6552165.0,27945468.0,51617924.0,13175215.0,6873183.0,32089443.0,13567640.0,4920790.0,8.2,56.35,64.55,4.51,23.51,1.9,-0.63,1.27,ND,ND,0,-0.63,24.87,20.12,22.55,77.87,2.67,2019-10-08
52,2001.0,República Mexicana,0.0,1863770.0,-477935,1385835,449111.0,22.35,ND,555948,72.39,77.68,75.04,49147826.0,15.1,ND,78013,ND,-477935,50957473.0,2312881.0,100105299.0,3256346.0,14444120.0,27015831.0,6825742.0,3351986.0,17086683.0,6692684.0,2780699.0,3319257.0,13651496.0,25464721.0,6387717.0,3479602.0,16011844.0,6897663.0,2322599.0,6575603.0,28095616.0,52480552.0,13213459.0,6831588.0,33098527.0,13590347.0,5103298.0,8.34,55.25,63.59,4.49,23.1,1.86,-0.48,1.38,ND,ND,0,-0.48,23.67,19.15,21.46,77.38,2.62,2022-09-02
53,2002.0,República Mexicana,0.0,1840247.0,-448688,1391559,462211.0,23.0,ND,539892,72.39,77.73,75.06,49794715.0,15.66,ND,91204,ND,-448688,51699272.0,2302458.0,101493987.0,3268029.0,14544250.0,27501516.0,6864847.0,3335735.0,17640210.0,6692805.0,2882283.0,3334561.0,13747318.0,25886834.0,6442877.0,3459932.0,16488997.0,6904693.0,2406991.0,6602590.0,28291568.0,53388350.0,13307724.0,6795667.0,34129207.0,13597498.0,5289274.0,8.47,54.12,62.6,4.55,22.69,1.81,-0.44,1.37,ND,ND,0,-0.44,22.51,18.2,20.41,77.06,2.58,2019-01-07
54,2003.0,República Mexicana,0.0,1819219.0,-417801,1401418,476496.0,23.0,ND,539299,72.4,77.7,75.06,50441935.0,16.23,ND,121498,ND,-417801,52448539.0,2295715.0,102890474.0,3281824.0,14643911.0,27983588.0,6912620.0,3325516.0,18202038.0,6682591.0,2985039.0,3352122.0,13841489.0,26301748.0,6509279.0,3443371.0,16970647.0,6898875.0,2492166.0,6633946.0,28485400.0,54285336.0,13421899.0,6768887.0,35172685.0,13581466.0,5477205.0,8.6,53.03,61.63,4.63,22.31,1.77,-0.41,1.36,ND,ND,0,-0.41,21.54,17.41,19.53,76.86,2.54,2017-04-14
55,2004.0,República Mexicana,0.0,1811135.0,-448651,1362484,479260.0,23.3,ND,616802,72.77,78.0,75.4,51082664.0,16.82,ND,168151,ND,-448651,53189780.0,2290395.0,104272444.0,3295737.0,14731363.0,28446949.0,6959035.0,3318672.0,18769253.0,6662646.0,3091279.0,3371129.0,13921077.0,26695551.0,6571512.0,3431820.0,17457456.0,6881497.0,2580879.0,6666866.0,28652440.0,55142500.0,13530547.0,6750492.0,36226709.0,13544143.0,5672158.0,8.74,51.98,60.72,4.6,21.97,1.74,-0.43,1.31,ND,ND,0,-0.43,20.79,16.8,18.84,76.49,2.51,2021-07-12
56,2005.0,República Mexicana,0.0,1780241.0,-348814,1431427,500593.0,24.0,ND,574609,72.62,77.8,75.22,51728994.0,17.44,ND,225795,ND,-348814,53940375.0,2280834.0,105669369.0,3307931.0,14818836.0,28903447.0,7007366.0,3314368.0,19341469.0,6640068.0,3200921.0,3388527.0,13998592.0,27078348.0,6630002.0,3426549.0,17947240.0,6857845.0,2673138.0,6696458.0,28817428.0,55981795.0,13637368.0,6740917.0,37288709.0,13497913.0,5874059.0,8.89,50.96,59.85,4.74,21.58,1.68,-0.33,1.35,ND,ND,0,-0.33,20.17,16.3,18.28,75.79,2.47,2021-07-30
57,2006.0,República Mexicana,0.0,1768431.0,-227859,1540572,504174.0,24.0,ND,499363,72.87,78.19,75.54,52428640.0,18.07,ND,271504,ND,-227859,54726751.0,2272605.0,107155391.0,3317279.0,14931303.0,29375464.0,7068178.0,3313464.0,19915710.0,6621457.0,3314273.0,3402123.0,14122830.0,27496811.0,6709213.0,3428055.0,18436785.0,6835657.0,2768322.0,6719402.0,29054133.0,56872275.0,13777391.0,6741519.0,38352495.0,13457114.0,6082595.0,9.02,49.94,58.97,4.71,21.21,1.65,-0.21,1.44,ND,ND,0,-0.21,19.61,15.86,17.78,75.12,2.43,2020-12-02
58,2007.0,República Mexicana,0.0,1742316.0,-103950,1638366,527242.0,24.23,ND,403805,72.67,78.01,75.35,53197386.0,18.71,ND,299855,ND,-103950,55547459.0,2269558.0,108744845.0,3321615.0,15067859.0,29860694.0,7138877.0,3316477.0,20491558.0,6609530.0,3431161.0,3409508.0,14306201.0,27964725.0,6815074.0,3434853.0,18928238.0,6820924.0,2866155.0,6731123.0,29374060.0,57825419.0,13953951.0,6751330.0,39419796.0,13430454.0,6297316.0,9.15,48.92,58.07,4.85,20.87,1.6,-0.1,1.51,ND,ND,0,-0.1,19.11,15.46,17.33,74.95,2.4,2022-03-18
59,2008.0,República Mexicana,0.0,1718094.0,-35211,1682883,551934.0,24.86,ND,346161,72.23,78.06,75.15,54012107.0,19.36,ND,310950,ND,-35211,56393347.0,2270028.0,110405454.0,3319450.0,15221706.0,30351338.0,7218347.0,3321159.0,21067307.0,6606029.0,3550395.0,3409974.0,14537817.0,28468293.0,6945142.0,3441076.0,19416324.0,6816060.0,2964137.0,6729424.0,29759523.0,58819631.0,14163489.0,6762235.0,40483631.0,13422089.0,6514532.0,9.27,47.9,57.18,5.0,20.56,1.56,-0.03,1.52,ND,ND,0,-0.03,18.63,15.08,16.9,75.24,2.37,2019-04-11
60,2009.0,República Mexicana,0.0,1689295.0,7625,1696920,580721.0,25.0,ND,297031,71.87,77.87,74.86,54851391.0,20.02,ND,304656,ND,7625,57243997.0,2270016.0,112095388.0,3311274.0,15379530.0,30833409.0,7301243.0,3323076.0,21640294.0,6609477.0,3672659.0,3405337.0,14797859.0,28988121.0,7091900.0,3442392.0,19899488.0,6820359.0,3062311.0,6716611.0,30177389.0,59821530.0,14393143.0,6765468.0,41539782.0,13429836.0,6734970.0,9.39,46.91,56.3,5.18,20.25,1.51,0.01,1.51,ND,ND,0,0.01,18.2,14.73,16.5,75.65,2.34,2020-06-11
61,2010.0,República Mexicana,0.0,1667368.0,-57742,1609626,602896.0,25.0,ND,274381,71.64,77.89,74.75,55671595.0,20.69,ND,216639,ND,-57742,58077076.0,2270264.0,113748671.0,3301304.0,15526549.0,31292234.0,7378966.0,3320167.0,22208561.0,6616668.0,3797690.0,3398875.0,15052686.0,29485802.0,7236267.0,3437753.0,20369470.0,6830853.0,3160324.0,6700179.0,30579235.0,60778036.0,14615233.0,6757920.0,42578031.0,13447521.0,6958014.0,9.51,45.97,55.49,5.3,19.96,1.47,-0.05,1.42,ND,ND,0,-0.05,17.8,14.41,16.15,76.13,2.31,2022-11-27
62,2011.0,República Mexicana,0.0,1655403.0,-27451,1627952,613657.0,25.63,ND,218438,71.83,78.01,74.91,56472858.0,21.39,ND,190987,ND,-27451,58894594.0,2269060.0,115367452.0,3294717.0,15659253.0,31727155.0,7449153.0,3314288.0,22773848.0,6622898.0,3928028.0,3393795.0,15295336.0,29960644.0,7372309.0,3429765.0,20832491.0,6842942.0,3261237.0,6688512.0,30954589.0,61687799.0,14821462.0,6744053.0,43606339.0,13465840.0,7189265.0,9.64,45.09,54.73,5.32,19.67,1.43,-0.02,1.41,ND,ND,0,-0.02,17.41,14.11,15.8,76.38,2.28,2021-05-18
63,2012.0,República Mexicana,0.0,1637905.0,-129378,1508527,627633.0,26.0,ND,268633,72.02,78.01,75.01,57246931.0,22.12,ND,139255,ND,-129378,59688739.0,2265538.0,116935670.0,3292897.0,15774362.0,32134095.0,7508903.0,3306993.0,23332499.0,6624072.0,4063425.0,3390944.0,15510401.0,30401676.0,7488202.0,3421392.0,21293507.0,6850910.0,3368223.0,6683841.0,31284763.0,62535771.0,14997105.0,6728385.0,44626006.0,13474982.0,7431648.0,9.79,44.25,54.04,5.37,19.37,1.4,-0.11,1.29,ND,ND,0,-0.11,16.98,13.78,15.42,76.33,2.26,2020-02-11
64,2013.0,República Mexicana,0.0,1613226.0,-85227,1527999,645369.0,26.0,ND,224934,72.11,77.97,75.04,57992814.0,22.9,ND,139707,ND,-85227,60461115.0,2258595.0,118453929.0,3293826.0,15871208.0,32514838.0,7554466.0,3298614.0,23886414.0,6619930.0,4203806.0,3391565.0,15697409.0,30811213.0,7579968.0,3412939.0,21753190.0,6852433.0,3480472.0,6685391.0,31568617.0,63326051.0,15134434.0,6711553.0,45639604.0,13472363.0,7684278.0,9.95,43.47,53.42,5.45,19.07,1.36,-0.07,1.29,ND,ND,0,-0.07,16.44,13.36,14.94,76.07,2.23,2019-05-24
65,2014.0,República Mexicana,0.0,1581693.0,-144640,1437053,669880.0,26.49,ND,284675,72.06,77.83,74.95,58721525.0,23.7,ND,140035,ND,-144640,61214886.0,2251573.0,119936411.0,3295054.0,15951290.0,32872536.0,7583732.0,3289663.0,24436600.0,6612453.0,4348869.0,3395939.0,15861401.0,31201525.0,7648175.0,3404530.0,22217869.0,6848155.0,3596585.0,6690993.0,31812691.0,64074061.0,15231907.0,6694193.0,46654469.0,13460608.0,7945454.0,10.13,42.72,52.85,5.59,18.77,1.32,-0.12,1.2,ND,ND,0,-0.12,15.92,12.95,14.47,75.56,2.21,2019-09-13
66,2015.0,República Mexicana,0.0,1536436.0,-150805,1385631,701961.0,27.0,ND,291090,71.85,77.56,74.71,59416305.0,24.52,ND,140285,ND,-150805,61931495.0,2238397.0,121347800.0,3295919.0,16014289.0,33201065.0,7596043.0,3280770.0,24974646.0,6600358.0,4494590.0,3403045.0,15999298.0,31564191.0,7690947.0,3396468.0,22679856.0,6837806.0,3713216.0,6698964.0,32013587.0,64765256.0,15286990.0,6677238.0,47654502.0,13438164.0,8207806.0,10.3,42.01,52.32,5.78,18.45,1.27,-0.12,1.14,ND,ND,0,-0.12,15.62,12.72,14.21,74.33,2.18,2020-06-04
67,2016.0,República Mexicana,0.0,1509283.0,-160201,1349082,714867.0,27.0,716508,294268,71.98,77.71,74.83,60090244.0,25.38,716508,134067,0,-160201,62624921.0,2224150.0,122715165.0,3297434.0,16063561.0,33508169.0,7594212.0,3273087.0,25505613.0,6583257.0,4645522.0,3411343.0,16118179.0,31909969.0,7711930.0,3389429.0,23142386.0,6821855.0,3833861.0,6708777.0,32181740.0,65418138.0,15306142.0,6662516.0,48647999.0,13405112.0,8479383.0,10.49,41.33,51.82,5.83,18.12,1.23,-0.13,1.1,0.58,0.58,0,-0.13,15.21,12.38,13.83,72.89,2.16,2022-02-25
68,2017.0,República Mexicana,0.0,1473329.0,-169283,1304046,732161.0,27.42,712501,302585,72.03,77.75,74.88,60740740.0,26.32,712501,133302,0,-169283,63300991.0,2205490.0,124041731.0,3298310.0,16099226.0,33793726.0,7583167.0,3265739.0,26028271.0,6564585.0,4807473.0,3416810.0,16215547.0,32236464.0,7714410.0,3382066.0,23604584.0,6803248.0,3963548.0,6715120.0,32314773.0,66030190.0,15297577.0,6647805.0,49632855.0,13367833.0,8771021.0,10.7,40.66,51.37,5.9,17.78,1.19,-0.14,1.05,0.57,0.57,0,-0.14,15.08,12.28,13.71,71.63,2.13,2018-12-29
69,2018.0,República Mexicana,0.0,1440992.0,-172880,1268112,746100.0,28.0,708210,306837,72.15,77.88,75.0,61368864.0,27.34,708210,133957,0,-172880,63958933.0,2187092.0,125327797.0,3295544.0,16125775.0,34059608.0,7569667.0,3256125.0,26539389.0,6547462.0,4979943.0,3416002.0,16293826.0,32545443.0,7707141.0,3372671.0,24066311.0,6785964.0,4101786.0,6711546.0,32419601.0,66605051.0,15276808.0,6628796.0,50605700.0,13333426.0,9081729.0,10.94,40.01,50.95,5.95,17.45,1.15,-0.14,1.01,0.57,0.57,0,-0.14,14.72,11.98,13.38,70.5,2.1,2021-11-17
70,2019.0,República Mexicana,0.0,1407261.0,-175601,1231660,761787.0,28.0,703554,310901,72.24,77.98,75.1,61977632.0,28.44,703554,135300,0,-175601,64600059.0,2169048.0,126577691.0,3288417.0,16145044.0,34306708.0,7555985.0,3242485.0,27038747.0,6531759.0,5163504.0,3408545.0,16355064.0,32839016.0,7697200.0,3359955.0,24527544.0,6770198.0,4248954.0,6696962.0,32500108.0,67145724.0,15253185.0,6602440.0,51566291.0,13301957.0,9412458.0,11.2,39.37,50.57,6.02,17.14,1.11,-0.14,0.97,0.56,0.56,0,-0.14,14.45,11.75,13.13,69.46,2.08,2019-02-25
71,2020.0,República Mexicana,0.0,1375102.0,-177638,1197464,776256.0,28.45,698742,314423,72.37,78.11,75.23,62567626.0,29.62,698742,136785,0,-177638,65224660.0,2151358.0,127792286.0,3279593.0,16154979.0,34533408.0,7544688.0,3224331.0,27526664.0,6515977.0,5358231.0,3398396.0,16397187.0,33115635.0,7690013.0,3342650.0,24987746.0,6754694.0,4405327.0,6677989.0,32552166.0,67649043.0,15234701.0,6566981.0,52514410.0,13270671.0,9763558.0,11.48,38.75,50.23,6.07,16.83,1.08,-0.14,0.94,0.55,0.55,0,-0.14,14.08,11.45,12.8,68.53,2.05,2021-03-18
72,2021.0,República Mexicana,0.0,1342462.0,-179577,1162885,791489.0,29.0,693673,317765,72.49,78.24,75.35,63139259.0,30.88,693673,138188,0,-179577,65833180.0,2133951.0,128972439.0,3270969.0,16152778.0,34738104.0,7539019.0,3202476.0,28003516.0,6498933.0,5564409.0,3388959.0,16417826.0,33373639.0,7689174.0,3320885.0,25446903.0,6737802.0,4570712.0,6659928.0,32570604.0,68111743.0,15228193.0,6523361.0,53450419.0,13236735.0,10135121.0,11.78,38.15,49.93,6.14,16.55,1.04,-0.14,0.9,0.54,0.54,0,-0.14,13.74,11.16,12.48,67.69,2.03,2019-08-09
73,2022.0,República Mexicana,0.0,1310395.0,-181439,1128956,806380.0,29.0,688381,320758,72.62,78.38,75.49,63692767.0,32.23,688381,139319,0,-181439,66425589.0,2116775.0,130118356.0,3262263.0,16140954.0,34922196.0,7539755.0,3178529.0,28466805.0,6479191.0,5782187.0,3380367.0,16420759.0,33614558.0,7694840.0,3296453.0,25901017.0,6718177.0,4745111.0,6642630.0,32561713.0,68536754.0,15234595.0,6474982.0,54367822.0,13197368.0,10527298.0,12.11,37.57,49.68,6.2,16.27,1.01,-0.14,0.87,0.53,0.53,0,-0.14,13.36,10.85,12.13,66.92,2.01,2020-08-05
74,2023.0,República Mexicana,0.0,1278103.0,-183229,1094874,821706.0,29.55,682842,323424,72.76,78.52,75.63,64228297.0,33.66,682842,140195,0,-183229,67001958.0,2099809.0,131230255.0,3253415.0,16123378.0,35088462.0,7543002.0,3153786.0,28913597.0,6454798.0,6011402.0,3372136.0,16412749.0,33842429.0,7703234.0,3270912.0,26344739.0,6693773.0,4928167.0,6625551.0,32536127.0,68930891.0,15246236.0,6424698.0,55258336.0,13148571.0,10939569.0,12.46,37.01,49.47,6.26,16.0,0.97,-0.14,0.83,0.52,0.52,0,-0.14,12.98,10.54,11.79,66.21,1.99,2017-03-01
75,2024.0,República Mexicana,0.0,1245920.0,-184869,1061051,837090.0,30.0,677172,325716,72.9,78.67,75.78,64746182.0,35.18,677172,140847,0,-184869,67562094.0,2083010.0,132308276.0,3245643.0,16101531.0,35238871.0,7543823.0,3129346.0,29342218.0,6424185.0,6251430.0,3364542.0,16398664.0,34061013.0,7710348.0,3245480.0,26774350.0,6662908.0,5119225.0,6610185.0,32500195.0,69299884.0,15254171.0,6374826.0,56116568.0,13087093.0,11370655.0,12.83,36.47,49.3,6.33,15.74,0.94,-0.14,0.8,0.51,0.51,0,-0.14,12.6,10.22,11.44,65.53,1.97,2019-05-15
76,2025.0,República Mexicana,0.0,1213502.0,-186239,1027263,852822.0,30.0,671316,327601,73.05,78.82,75.93,65246678.0,36.78,671316,141362,0,-186239,68105709.0,2066324.0,133352387.0,3239242.0,16078249.0,35375753.0,7540865.0,3105176.0,29750328.0,6387341.0,6501323.0,3357607.0,16382307.0,34272923.0,7713998.0,3220212.0,27186639.0,6626061.0,5317298.0,6596849.0,32460556.0,69648676.0,15254863.0,6325388.0,56936967.0,13013402.0,11818621.0,13.22,35.95,49.17,6.4,15.5,0.91,-0.14,0.77,0.5,0.5,0,-0.14,12.21,9.9,11.08,64.89,1.96,2020-04-30
77,2026.0,República Mexicana,0.0,1180985.0,-187228,993757,868782.0,30.68,665302,329038,73.19,78.98,76.08,65730205.0,38.45,665302,141810,0,-187228,68632729.0,2049767.0,134362934.0,3232805.0,16057035.0,35503320.0,7534706.0,3081257.0,30136026.0,6345093.0,6760016.0,3350560.0,16367027.0,34481889.0,7713153.0,3195273.0,27579856.0,6583613.0,5521417.0,6583365.0,32424062.0,69985209.0,15247859.0,6276530.0,57715882.0,12928706.0,12281433.0,13.62,35.44,49.06,6.47,15.26,0.88,-0.14,0.74,0.5,0.5,0,-0.14,11.83,9.58,10.73,64.29,1.94,2021-07-09
78,2027.0,República Mexicana,0.0,1148303.0,-187941,960362,885088.0,31.0,659162,330222,73.34,79.14,76.23,66196891.0,40.2,659162,142281,0,-187941,69143082.0,2033391.0,135339973.0,3223918.0,16038717.0,35624178.0,7525194.0,3057508.0,30499944.0,6299324.0,7026515.0,3341530.0,16353396.0,34689364.0,7707222.0,3170784.0,27954949.0,6536943.0,5730577.0,6565448.0,32392113.0,70313542.0,15232416.0,6228292.0,58454893.0,12836267.0,12757092.0,14.04,34.93,48.98,6.54,15.02,0.85,-0.14,0.71,0.49,0.49,0,-0.14,11.45,9.27,10.38,63.72,1.92,2021-11-08
79,2028.0,República Mexicana,0.0,1115521.0,-188580,926941,901716.0,31.08,652870,331362,73.49,79.29,76.39,66646894.0,42.02,652870,142782,0,-188580,69636698.0,2017237.0,136283592.0,3210916.0,16021596.0,35737577.0,7511762.0,3033913.0,30844558.0,6251638.0,7299985.0,3329167.0,16340144.0,34892738.0,7695274.0,3146789.0,28313591.0,6487906.0,5944008.0,6540083.0,32361740.0,70630315.0,15207036.0,6180702.0,59158149.0,12739544.0,13243993.0,14.47,34.44,48.91,6.62,14.8,0.82,-0.14,0.68,0.48,0.48,0,-0.14,11.07,8.96,10.04,63.19,1.91,2021-10-16
80,2029.0,República Mexicana,0.0,1082637.0,-189268,893369,918710.0,31.77,646423,332604,73.64,79.45,76.54,67080212.0,43.91,646423,143336,0,-189268,70113539.0,2001347.0,137193751.0,3193310.0,16002591.0,35841621.0,7494429.0,3010514.0,31172406.0,6203372.0,7580026.0,3312246.0,16326134.0,35089005.0,7677898.0,3123212.0,28657138.0,6438175.0,6161169.0,6505556.0,32328725.0,70930626.0,15172327.0,6133726.0,59829544.0,12641547.0,13741195.0,14.91,33.96,48.87,6.7,14.59,0.79,-0.14,0.65,0.47,0.47,0,-0.14,10.7,8.65,9.7,62.69,1.89,2019-09-08
81,2030.0,República Mexicana,0.0,1049621.0,-189984,859637,936086.0,32.0,639872,333907,73.79,79.61,76.7,67496667.0,45.87,639872,143923,0,-189984,70573604.0,1985707.0,138070271.0,3171945.0,15978526.0,35933283.0,7475745.0,2987377.0,31484836.0,6155595.0,7866469.0,3290926.0,16308573.0,35273661.0,7658561.0,3099937.0,28987204.0,6388996.0,6381808.0,6462871.0,32287099.0,71206944.0,15134306.0,6087314.0,60472040.0,12544591.0,14248277.0,15.36,33.49,48.85,6.78,14.38,0.76,-0.14,0.62,0.46,0.46,0,-0.14,10.34,8.35,9.37,62.24,1.88,2020-01-07
