RENGLON,AÑO,ENTIDAD,CVE_GEO,CRE_NAT,CRE_SOC,CRE_TOT,DEF,EDAD_MED,EMI_EST,EMI_INT,EVH,EVM,EV,HOM_MIT_AÑO,IND_ENV,INM_EST,INM_INT,MIG_NET_EST,MIG_NET_INT,MUJ_MIT_AÑO,NAC,POB_MIT_AÑO,MUJ_12_14,MUJ_15_17,MUJ_15_19,MUJ_15_29,MUJ_15_49,MUJ_18_24,MUJ_20_24,MUJ_3_5,MUJ_30_64,MUJ_6_11,MUJ_65_MAS,HOM_12_14,HOM_15_17,HOM_15_19,HOM_15_29,HOM_15_49,HOM_18_24,HOM_20_24,HOM_3_5,HOM_30_64,HOM_6_11,HOM_65_MAS,POB_12_14,POB_15_17,POB_15_19,POB_15_29,POB_15_49,POB_18_24,POB_20_24,POB_3_5,POB_30_64,POB_6_11,POB_65_MAS,RAZ_DEP_ADU,RAZ_DEP_INF,RAZ_DEP,T_BRU_MOR,T_BRU_NAT,T_CRE_NAT,T_CRE_SOC,T_CRE_TOT,T_EMI_EST,T_INM_EST,T_MIG_NET_EST,T_MIG_NET_INT,TMIH,TMIM,TMI,TEF_ADO,TGF
1103,1999,Hidalgo,13,45824,ND,ND,11158,21,ND,ND,71.21,76.01,73.62,1100927,14.13,ND,ND,ND,ND,1152375,56982,2253302,78471,74864,121957,326442,590991,155488,108395,81465,361140,162168,62432,79133,73103,117023,298555,542538,140676,96756,84416,336396,166254,52818,157604,147967,238980,624997,1133529,296164,205151,165881,697536,328422,115250,8.71,61.66,70.38,4.95,25.29,2.03,ND,ND,ND,ND,ND,ND,26.39,21.33,23.92,96.2,2.88
1104,2000,Hidalgo,13,45654,ND,ND,10882,21.12,ND,ND,71.87,76.91,74.4,1110646,14.71,ND,ND,ND,ND,1168719,56536,2279365,78585,75125,122458,329381,603044,156319,108986,80677,373787,161949,64730,79138,73178,117059,298188,548441,139885,96004,83761,345828,166210,54809,157723,148303,239517,627569,1151485,296204,204990,164438,719615,328159,119539,8.87,60.32,69.19,4.77,24.8,2,ND,ND,ND,ND,ND,ND,24.33,19.58,22.01,93.76,2.82
1105,2001,Hidalgo,13,45201,ND,ND,10903,21.96,ND,ND,72.16,77.41,74.8,1120895,15.32,ND,ND,ND,ND,1183728,56104,2304623,78529,75306,122855,331806,614428,157051,109502,79726,386404,161196,67002,79063,73472,117624,299076,555938,140087,95935,82776,355695,165539,56755,157592,148778,240479,630882,1170366,297138,205437,162502,742099,326735,123757,9.01,58.84,67.86,4.73,24.34,1.96,ND,ND,ND,ND,ND,ND,22.18,17.72,20,91.91,2.76
1106,2002,Hidalgo,13,44483,ND,ND,11161,22,ND,ND,72.13,77.62,74.89,1131966,15.94,ND,ND,ND,ND,1199432,55644,2331398,78513,75579,123451,334534,626169,158204,110332,78892,399354,160274,69315,79025,73849,118483,300694,564077,141109,96475,81817,365710,164657,58719,157538,149428,241934,635228,1190246,299313,206807,160709,765064,324931,128034,9.14,57.35,66.49,4.79,23.87,1.91,ND,ND,ND,ND,ND,ND,20.06,15.96,18.06,90.25,2.7
1107,2003,Hidalgo,13,43814,ND,ND,11457,22.48,ND,ND,72.19,77.65,74.94,1143004,16.58,ND,ND,ND,ND,1215347,55271,2358351,78546,75856,124082,337265,637860,159559,111333,78206,412519,159107,71650,79037,74105,119189,302269,572017,142370,97286,80939,375797,163469,60696,157583,149961,243271,639534,1209877,301929,208619,159145,788316,322576,132346,9.27,55.9,65.17,4.86,23.44,1.86,ND,ND,ND,ND,ND,ND,19.07,15.23,17.19,88.7,2.65
1108,2004,Hidalgo,13,43434,ND,ND,11492,23,ND,ND,72.64,77.92,75.3,1153886,17.25,ND,ND,ND,ND,1231092,54926,2384978,78580,76053,124583,339726,649148,160888,112358,77602,425826,157713,74050,79080,74201,119575,303511,579461,143530,98156,80182,385992,162014,62748,157660,150254,244158,643237,1228609,304418,210514,157784,811818,319727,136798,9.4,54.51,63.91,4.82,23.03,1.82,ND,ND,ND,ND,ND,ND,18.3,14.66,16.53,86.93,2.6
1109,2005,Hidalgo,13,42495,ND,ND,11980,23.03,ND,ND,72.6,77.62,75.14,1164858,17.94,ND,ND,ND,ND,1247076,54475,2411934,78571,76248,125067,342192,660303,162261,113442,77059,439277,156259,76518,79081,74271,119824,304688,586613,144595,99042,79574,396234,160415,64882,157652,150519,244891,646880,1246916,306856,212484,156633,835511,316674,141400,9.54,53.17,62.71,4.97,22.59,1.76,ND,ND,ND,ND,ND,ND,17.67,14.19,15.97,84.75,2.55
1110,2006,Hidalgo,13,42133,ND,ND,12110,23.85,ND,ND,72.97,77.88,75.46,1184440,18.63,ND,ND,ND,ND,1270075,54243,2454515,78825,76800,126106,346345,674563,164379,115073,77229,454850,155969,79515,79459,74999,121131,308930,598366,147065,100933,79803,408603,160065,67422,158284,151799,247237,655275,1272929,311444,216006,157032,863453,316034,146937,9.68,51.94,61.62,4.93,22.1,1.72,ND,ND,ND,ND,ND,ND,17.11,13.77,15.48,82.56,2.5
1111,2007,Hidalgo,13,41524,ND,ND,12792,24,ND,ND,72.89,77.57,75.27,1213154,19.3,ND,ND,ND,ND,1300228,54316,2513382,79293,77669,127633,352187,691974,167190,117226,78124,472656,156902,83069,80162,76362,123522,316553,615135,151100,103940,80833,423245,161101,70391,159455,154031,251155,668740,1307109,318290,221166,158957,895901,318003,153460,9.81,50.83,60.64,5.09,21.61,1.65,ND,ND,ND,ND,ND,ND,16.6,13.38,15.03,80.85,2.45
1112,2008,Hidalgo,13,40946,ND,ND,13510,24.16,ND,ND,72.53,77.51,75.06,1243197,19.97,ND,ND,ND,ND,1331310,54456,2574507,79606,78525,129206,358479,709726,170230,119549,79062,490706,158031,86728,80705,77789,126163,325336,632891,155733,107359,81852,437988,162366,73407,160311,156314,255369,683815,1342617,325963,226908,160914,928694,320397,160135,9.93,49.73,59.66,5.25,21.15,1.59,ND,ND,ND,ND,ND,ND,16.11,13.01,14.6,79.56,2.41
1113,2009,Hidalgo,13,40219,ND,ND,14358,24.87,ND,ND,72.2,77.25,74.77,1274093,20.65,ND,ND,ND,ND,1362860,54577,2636953,79773,79249,130703,364923,727496,173380,121926,79933,508941,159326,90509,81126,79079,128820,334860,651212,160808,111067,82757,452781,163850,76462,160899,158328,259523,699783,1378708,334188,232993,162690,961722,323176,166971,10.05,48.66,58.71,5.44,20.7,1.53,ND,ND,ND,ND,ND,ND,15.65,12.66,14.19,78.33,2.36
1114,2010,Hidalgo,13,39477,ND,ND,14981,25,ND,ND,71.94,77.27,74.64,1299657,21.34,ND,ND,ND,ND,1389248,54458,2688905,79749,79580,131594,369676,741965,175731,123717,80311,525453,160235,94048,81329,79826,130665,342541,666105,165001,114162,83139,465765,164993,79282,161078,159406,262259,712217,1408070,340732,237879,163450,991218,325228,173330,10.18,47.68,57.85,5.57,20.25,1.47,ND,ND,ND,ND,ND,ND,15.24,12.35,13.83,77.09,2.32
1115,2011,Hidalgo,13,39170,ND,ND,15307,25.12,ND,ND,72,77.48,74.78,1320484,22.06,ND,ND,ND,ND,1411244,54477,2731728,79692,79510,131766,372534,753443,177123,124867,80272,540906,160763,97457,81487,80128,131665,348249,677779,168157,116620,83119,477237,165881,81986,161179,159638,263431,720783,1431222,345280,241487,163391,1018143,326644,179443,10.32,46.77,57.09,5.6,19.94,1.43,ND,ND,ND,ND,ND,ND,14.83,12.04,13.47,77.43,2.3
1116,2012,Hidalgo,13,38718,ND,ND,15725,25.87,ND,ND,71.96,77.71,74.87,1341472,22.82,ND,ND,ND,ND,1433629,54443,2775101,79786,79261,131599,374872,764706,178170,125832,80234,556993,161298,101058,81790,80271,132253,353402,689015,170873,118891,83145,488925,166873,84921,161576,159532,263852,728274,1453721,349043,244723,163379,1045918,328171,185979,10.48,45.93,56.41,5.67,19.62,1.4,ND,ND,ND,ND,ND,ND,14.38,11.7,13.07,77.47,2.28
1117,2013,Hidalgo,13,38112,ND,ND,16220,26,ND,ND,72.06,77.67,74.9,1361849,23.62,ND,ND,ND,ND,1455651,54332,2817500,79948,78954,131227,376769,775417,178873,126600,80170,573108,161702,104800,82178,80329,132522,357912,699550,173035,120842,83169,500608,167705,87997,162126,159283,263749,734681,1474967,351908,247442,163339,1073716,329407,192797,10.66,45.14,55.8,5.76,19.28,1.35,ND,ND,ND,ND,ND,ND,13.96,11.38,12.7,77.32,2.25
1118,2014,Hidalgo,13,37342,ND,ND,16881,26.26,ND,ND,72.01,77.54,74.81,1381861,24.45,ND,ND,ND,ND,1477378,54223,2859239,80114,78717,130760,378273,785656,179189,127146,80090,589265,162023,108672,82655,80405,132624,361891,709653,174657,122438,83192,512417,168397,91187,162769,159122,263384,740164,1495309,353846,249584,163282,1101682,330420,199859,10.85,44.39,55.24,5.9,18.96,1.31,ND,ND,ND,ND,ND,ND,13.54,11.06,12.34,76.9,2.23
1119,2015,Hidalgo,13,36232,ND,ND,17742,27,ND,ND,71.81,77.26,74.58,1401136,25.29,ND,ND,ND,ND,1498359,53974,2899495,80273,78589,130307,379371,795266,179099,127381,80010,605261,162229,112577,83201,80538,132690,365283,719156,175698,123546,83224,524186,168939,94404,163474,159127,262997,744654,1514422,354797,250927,163234,1129447,331168,206981,11.04,43.67,54.71,6.12,18.61,1.25,ND,ND,ND,ND,ND,ND,13.31,10.89,12.13,75.76,2.21
1120,2016,Hidalgo,13,35577,3207,38784,18065,27,16097,11669,71.96,77.41,74.71,1420099,26.1,27237,3736,11140,-7933,1518657,53642,2938756,80651,78763,130318,380662,804335,178991,127436,79903,620315,162349,116349,83902,80939,133179,368997,728668,176682,124442,83201,535583,169237,97489,164553,159702,263497,749659,1533003,355673,251878,163104,1155898,331586,213838,11.22,43,54.22,6.15,18.25,1.21,0.11,1.32,0.547748775,0.926820736,0.379071961,-0.27,12.94,10.59,11.79,73.8,2.18
1121,2017,Hidalgo,13,34742,2921,37663,18486,27.26,15957,11993,72,77.46,74.76,1438628,26.91,27156,3715,11199,-8278,1538351,53228,2976979,81175,79236,130876,382260,812899,179055,127415,79730,634309,162420,120134,84595,81626,134124,373072,738202,177728,125230,83079,546545,169316,100565,165770,160862,265000,755332,1551101,356783,252645,162809,1180854,331736,220699,11.4,42.36,53.75,6.21,17.88,1.17,0.1,1.27,0.536013187,0.912199918,0.376186732,-0.28,12.83,10.49,11.69,72.18,2.15
1122,2018,Hidalgo,13,34052,2841,36893,18809,27.91,15796,12161,72.11,77.59,74.88,1456613,27.81,27060,3738,11264,-8423,1557645,52861,3014258,81540,79806,131668,383870,821147,179217,127355,79482,647981,162416,124197,85032,82433,135237,376897,747516,178630,125826,82884,557477,169323,103865,166572,162239,266905,760767,1568663,357847,253181,162366,1205458,331739,228062,11.6,41.7,53.3,6.24,17.54,1.13,0.09,1.22,0.524042733,0.897733373,0.37369064,-0.28,12.52,10.22,11.4,70.8,2.12
1123,2019,Hidalgo,13,33298,2744,36042,19204,28,15625,12323,72.2,77.69,74.98,1474158,28.81,26919,3773,11294,-8550,1576562,52502,3050720,81746,80419,132589,385492,829073,179525,127355,79314,661345,162317,128545,85240,83262,136461,380463,756637,179541,126342,82686,568414,169251,107406,166986,163681,269050,765955,1585710,359066,253697,162000,1229759,331568,235951,11.82,41.04,52.86,6.29,17.21,1.09,0.09,1.18,0.512174175,0.882381864,0.370207689,-0.28,12.28,10.03,11.18,69.56,2.1
1124,2020,Hidalgo,13,32637,2693,35330,19544,28.13,15463,12468,72.33,77.82,75.11,1491292,29.89,26809,3815,11346,-8653,1595122,52181,3086414,81880,80961,133503,387030,836605,180053,127511,79228,674411,162090,133191,85340,83953,137662,383662,765497,180613,126904,82470,579378,169075,111185,167220,164914,271165,770692,1602102,360666,254415,161698,1253789,331165,244376,12.07,40.38,52.45,6.33,16.91,1.06,0.09,1.14,0.501002134,0.868613219,0.367611085,-0.28,11.96,9.76,10.89,68.54,2.07
1125,2021,Hidalgo,13,31946,2629,34575,19922,28.8,15285,12590,72.45,77.95,75.23,1508024,31.06,26649,3855,11364,-8735,1613331,51868,3121355,81976,81331,134287,388394,843674,180851,127895,79076,687183,161735,138149,85411,84396,138683,386393,774015,181905,127618,82163,590379,168785,115198,167387,165727,272970,774787,1617689,362756,255513,161239,1277562,330520,253347,12.34,39.74,52.09,6.38,16.62,1.02,0.08,1.11,0.489691176,0.85376383,0.364072654,-0.28,11.66,9.51,10.61,67.64,2.05
1126,2022,Hidalgo,13,31310,2569,33879,20281,29,15115,12715,72.58,78.1,75.37,1524382,32.32,26511,3888,11396,-8827,1631199,51591,3155581,81997,81542,134917,389667,850306,181898,128523,78725,699584,161437,143416,85433,84619,139461,388767,782226,183376,128534,81722,601315,168466,119447,167430,166161,274378,778434,1632532,365274,257057,160447,1300899,329903,262863,12.64,39.12,51.76,6.43,16.35,0.99,0.08,1.07,0.478992617,0.84013055,0.361137933,-0.28,11.33,9.23,10.3,66.84,2.03
1127,2023,Hidalgo,13,30653,2517,33170,20659,29.08,14924,12816,72.72,78.25,75.51,1540364,33.66,26344,3913,11420,-8903,1648738,51312,3189102,81934,81676,135381,390915,856559,183051,129346,78212,711553,161170,148997,85386,84739,139991,390915,790203,184889,129637,81191,612078,168091,123912,167320,166415,275372,781830,1646762,367940,258983,159403,1323631,329261,272909,12.96,38.51,51.47,6.48,16.09,0.96,0.08,1.04,0.467968726,0.826063262,0.358094536,-0.28,11,8.95,10,66.09,2.01
1128,2024,Hidalgo,13,30013,2448,32461,21047,29.76,14741,12910,72.86,78.4,75.66,1555975,35.09,26174,3925,11433,-8985,1665948,51060,3221923,81826,81771,135647,392128,862445,184157,130281,77729,723060,160756,154884,85296,84828,140284,392887,798003,186319,130863,80681,622606,167551,128581,167122,166599,275931,785015,1660448,370476,261144,158410,1345666,328307,283465,13.3,37.91,51.22,6.53,15.85,0.93,0.08,1.01,0.457521797,0.81237199,0.354850194,-0.28,10.66,8.67,9.69,65.41,1.99
1129,2025,Hidalgo,13,29370,2394,31764,21434,30,14557,12990,73.01,78.55,75.81,1571238,36.6,25999,3942,11442,-9048,1682796,50804,3254034,81694,81793,135758,393307,867985,185156,131191,77271,734069,160219,161049,85183,84859,140407,394727,805669,187615,132067,80193,632848,166878,133428,166877,166652,276165,788034,1673654,372771,263258,157464,1366917,327097,294477,13.67,37.34,51,6.59,15.61,0.9,0.07,0.98,0.447352425,0.798977515,0.351625091,-0.28,10.33,8.39,9.38,64.74,1.97
1130,2026,Hidalgo,13,28737,2353,31090,21831,30.06,14367,13041,73.15,78.71,75.97,1586161,38.18,25809,3952,11442,-9089,1699296,50568,3285457,81517,81731,135788,394498,873256,186029,131972,76841,744548,159600,167470,85035,84818,140444,396474,813274,188722,133096,79733,642786,166095,138427,166552,166549,276232,790972,1686530,374751,265068,156574,1387334,325695,305897,14.04,36.78,50.83,6.64,15.39,0.87,0.07,0.95,0.437290764,0.785552817,0.348262053,-0.28,9.99,8.11,9.08,64.15,1.96
1131,2027,Hidalgo,13,28066,2307,30373,22251,30.73,14171,13093,73.3,78.87,76.12,1600746,39.82,25608,3963,11437,-9130,1715440,50317,3316186,81255,81627,135738,395688,878295,186709,132598,76432,754534,158943,174123,84815,84729,140411,398119,820837,189567,133885,79305,652456,165246,143549,166070,166356,276149,793807,1699132,376276,266483,155737,1406990,324189,317672,14.43,36.25,50.68,6.71,15.17,0.85,0.07,0.92,0.427328262,0.772212415,0.344884153,-0.28,9.66,7.84,8.77,63.57,1.94
1132,2028,Hidalgo,13,27426,2275,29701,22657,31,13975,13129,73.45,79.04,76.28,1615000,41.53,25401,3978,11426,-9151,1731227,50083,3346227,81078,81499,135590,396806,883059,187153,133062,76037,764089,158105,180992,84596,84612,140284,399612,828291,190095,134423,78905,661907,164291,148777,165674,166111,275874,796418,1711350,377248,267485,154942,1425996,322396,329769,14.84,35.73,50.57,6.77,14.97,0.82,0.07,0.89,0.417634548,0.759093749,0.341459202,-0.27,9.33,7.56,8.47,63.05,1.92
1133,2029,Hidalgo,13,26735,2228,28963,23102,31,13775,13190,73.6,79.19,76.43,1628913,43.3,25194,3999,11419,-9191,1746643,49837,3375556,80983,81326,135354,397748,887499,187360,133332,75655,773295,157126,188059,84361,84461,140074,400914,835558,190339,134726,78529,671175,163271,154091,165344,165787,275428,798662,1723057,377699,268058,154184,1444470,320397,342150,15.25,35.23,50.48,6.84,14.76,0.79,0.07,0.86,0.408080921,0.746365932,0.338285011,-0.27,9.02,7.3,8.18,62.54,1.91
1134,2030,Hidalgo,13,26058,2168,28226,23542,31.66,13581,13238,73.75,79.36,76.59,1642469,45.12,24979,4008,11398,-9230,1761686,49600,3404155,80819,81069,135028,398429,891554,187413,133454,75282,782199,156200,195323,84036,84241,139791,401957,842532,190412,134862,78171,680284,162302,159493,164855,165310,274819,800386,1734086,377825,268316,153453,1462483,318502,354816,15.68,34.76,50.44,6.92,14.57,0.77,0.06,0.83,0.398953632,0.733779749,0.334826117,-0.27,8.7,7.03,7.89,62.08,1.9
1135,2031,Hidalgo,13,25364,2122,27486,23982,32,13384,13282,73.9,79.52,76.75,1655656,47,24759,4029,11375,-9253,1776348,49346,3432004,80451,80897,134771,398978,895350,187372,133498,74920,790818,155309,202782,83576,84032,139508,402749,849196,190393,134917,77817,689288,161385,164969,164027,164929,274279,801727,1744546,377765,268415,152737,1480106,316694,367751,16.12,34.29,50.41,6.99,14.38,0.74,0.06,0.8,0.389976235,0.721415243,0.331439008,-0.27,8.39,6.78,7.61,61.6,1.88
1136,2032,Hidalgo,13,24661,2043,26704,24449,32,13177,13347,74.05,79.68,76.9,1668474,48.96,24522,4045,11345,-9302,1790621,49110,3459095,79915,80808,134552,399340,898829,187211,133467,74563,799154,154456,210449,83022,83815,139190,403208,855444,190287,134912,77458,698220,160518,170537,162937,164623,273742,802548,1754273,377498,268379,152021,1497374,314974,380986,16.57,33.84,50.4,7.07,14.2,0.71,0.06,0.77,0.380937789,0.708913748,0.327975959,-0.27,8.09,6.53,7.33,61.17,1.87
1137,2033,Hidalgo,13,23943,1988,25931,24914,32.58,12971,13390,74.21,79.84,77.06,1680907,50.97,24285,4064,11314,-9326,1804501,48857,3485408,79405,80653,134202,399316,901809,186890,133341,74209,807204,153636,218333,82493,83514,138741,403217,861111,190060,134833,77088,707070,159689,176205,161898,164167,272943,802533,1762920,376950,268174,151297,1514274,313325,394538,17.03,33.41,50.44,7.15,14.02,0.69,0.06,0.74,0.372151553,0.696762043,0.32461049,-0.27,7.8,6.29,7.06,60.78,1.86
1138,2034,Hidalgo,13,23209,1908,25117,25405,33,12762,13435,74.35,80,77.22,1692947,53.04,24036,4069,11274,-9366,1817976,48614,3510923,78916,80292,133759,398922,904291,186597,133130,73855,814945,152842,226446,81987,83079,138185,402823,866181,189798,134692,76708,715809,158888,181957,160903,163371,271944,801745,1770472,376395,267822,150563,1530754,311730,408403,17.51,33.01,50.52,7.24,13.85,0.66,0.05,0.72,0.363494158,0.684606299,0.321112141,-0.27,7.52,6.05,6.8,60.45,1.85
1139,2035,Hidalgo,13,22467,1859,24326,25886,33,12552,13458,74.51,80.17,77.38,1704594,55.16,23790,4079,11238,-9379,1831048,48353,3535642,78453,79759,133267,398248,906297,186341,132833,73498,822314,152071,234767,81504,82546,137556,402136,870643,189497,134487,76321,724337,158105,187785,159957,162305,270823,800384,1776940,375838,267320,149819,1546651,310176,422552,18,32.64,50.64,7.32,13.68,0.64,0.05,0.69,0.355013319,0.672862241,0.317848922,-0.27,7.24,5.82,6.55,60.17,1.84
1140,2036,Hidalgo,13,21688,1805,23493,26396,33.5,12350,13478,74.65,80.32,77.53,1715862,57.33,23544,4089,11194,-9389,1843687,48084,3559549,78015,79254,132581,397374,907846,185933,132606,73137,829238,151309,243281,81047,82027,136794,401245,874520,189048,134281,75937,732608,157328,193666,159062,161281,269375,798619,1782366,374981,266887,149074,1561846,308637,436947,18.51,32.29,50.8,7.42,13.51,0.61,0.05,0.66,0.346954066,0.661432108,0.314478042,-0.26,6.98,5.6,6.3,59.87,1.83
1141,2037,Hidalgo,13,20901,1754,22655,26902,34,12141,13489,74.8,80.47,77.68,1726735,59.55,23294,4090,11153,-9399,1855889,47803,3582624,77594,78770,131742,396324,908980,185395,132423,72776,835736,150553,251951,80618,81526,135941,400172,877823,188450,134035,75558,740624,156548,199570,158212,160296,267683,796496,1786803,373845,266458,148334,1576360,307101,451521,19.03,31.96,50.98,7.51,13.34,0.58,0.05,0.63,0.338885688,0.650193824,0.311308136,-0.26,6.72,5.39,6.07,59.55,1.82
1142,2038,Hidalgo,13,20101,1711,21812,27419,34,11925,13488,74.94,80.63,77.83,1737215,61.8,23032,4092,11107,-9396,1867629,47520,3604844,77185,78311,130949,395090,909721,184742,132104,72410,841849,149798,260735,80214,81044,135112,398919,880551,187722,133654,75183,748452,155763,205436,157399,159355,266061,794009,1790272,372464,265758,147593,1590301,305561,466171,19.55,31.64,51.19,7.61,13.18,0.56,0.05,0.61,0.330804884,0.638918078,0.308113194,-0.26,6.47,5.18,5.84,59.24,1.81
1143,2039,Hidalgo,13,19279,1647,20926,27936,34.45,11712,13502,75.1,80.8,77.99,1747297,64.07,22761,4100,11049,-9402,1878920,47215,3626217,76782,77877,130190,393718,910106,184006,131693,72034,847608,149049,269575,79820,80587,134318,397522,882723,186882,133151,74803,756138,154972,211205,156602,158464,264508,791240,1792829,370888,264844,146837,1603746,304021,480780,20.07,31.33,51.41,7.7,13.02,0.53,0.05,0.58,0.322981223,0.627678928,0.304697706,-0.26,6.22,4.98,5.62,58.94,1.8
1144,2040,Hidalgo,13,18442,1600,20042,28471,35,11500,13501,75.23,80.94,78.13,1756960,66.34,22500,4101,11000,-9400,1889742,46913,3646702,76388,77461,129464,392246,910139,183240,131237,71644,853034,148298,278403,79426,80158,133569,396025,884326,185979,132568,74412,763700,154182,216807,155814,157619,263033,788271,1794465,369219,263805,146056,1616734,302480,495210,20.59,31.04,51.63,7.81,12.86,0.51,0.04,0.55,0.315353434,0.61699585,0.301642416,-0.26,5.99,4.79,5.41,58.65,1.79
1145,2041,Hidalgo,13,17591,1537,19128,29008,35,11294,13503,75.38,81.1,78.28,1766206,68.6,22234,4100,10940,-9403,1900082,46599,3666288,76001,77052,128765,390683,909822,182303,130590,71237,858194,147540,287133,79030,79757,132861,394440,885361,184963,131859,74007,771181,153391,222196,155031,156809,261626,785123,1795183,367266,262449,145244,1629375,300931,509329,21.09,30.75,51.84,7.91,12.71,0.48,0.04,0.52,0.308049995,0.606444447,0.298394452,-0.26,5.77,4.6,5.2,58.41,1.78
1146,2042,Hidalgo,13,16735,1467,18202,29547,35.39,11085,13515,75.53,81.25,78.43,1775028,70.85,21964,4103,10879,-9412,1909932,46282,3684960,75617,76651,128090,389027,909231,181225,129786,70816,863123,146766,295738,78628,79375,132197,392771,885923,183884,131062,73584,778590,152597,227361,154245,156026,260287,781798,1795154,365109,260848,144400,1641713,299363,523099,21.58,30.47,52.05,8.02,12.56,0.45,0.04,0.49,0.300817377,0.596044462,0.295227085,-0.26,5.55,4.42,5,58.14,1.77
1147,2043,Hidalgo,13,15871,1389,17260,30081,36,10879,13528,75.67,81.39,78.58,1783407,73.09,21696,4100,10817,-9428,1919283,45952,3702690,75233,76256,127426,387298,908435,180195,129025,70382,867770,145979,304234,78222,78996,131561,391029,886119,182866,130301,73137,785861,151793,232347,153455,155252,258987,778327,1794554,363061,259326,143519,1653631,297772,536581,22.06,30.19,52.25,8.12,12.41,0.43,0.04,0.47,0.293813417,0.585952375,0.292138958,-0.25,5.34,4.25,4.81,57.9,1.77
1148,2044,Hidalgo,13,14992,1338,16330,30632,36,10672,13514,75.8,81.54,78.72,1791341,75.34,21424,4100,10752,-9414,1928145,45624,3719486,74845,75871,126776,385528,907473,179201,128296,69934,872099,145175,312645,77814,78614,130938,389227,886028,181908,129584,72668,792929,150971,237205,152659,154485,257714,774755,1793501,361109,257880,142602,1665028,296146,549850,22.54,29.91,52.45,8.24,12.27,0.4,0.04,0.44,0.286921365,0.575993565,0.2890722,-0.25,5.14,4.08,4.62,57.69,1.76
1149,2045,Hidalgo,13,14132,1281,15413,31162,36.29,10463,13497,75.95,81.69,78.87,1798850,77.6,21148,4093,10685,-9404,1936505,45294,3735355,74459,75490,126134,383752,906398,178243,127599,69474,876056,144342,320976,77406,78222,130311,387397,885729,181004,128915,72183,799699,150128,242007,151865,153712,256445,771149,1792127,359247,256514,141657,1675755,294470,562983,23.01,29.65,52.66,8.34,12.13,0.38,0.03,0.41,0.280107245,0.566157701,0.286050456,-0.25,4.94,3.92,4.45,57.48,1.75
